===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        38077_cpf_240128_02901.sgf
= Object:      lares
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       1000
= Min el:      8
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Sun collision: true
= Sun at start:  true
= Sun at end:    false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;57042.000000;251.9080;35.1035;251.9080;35.1035;228.9392;19.5459
60340;57043.000000;252.0621;35.2035;252.0621;35.2035;228.9425;19.5433
60340;57044.000000;252.2170;35.3035;252.2170;35.3035;228.9457;19.5408
60340;57045.000000;252.3727;35.4036;252.3727;35.4036;228.9490;19.5383
60340;57046.000000;252.5294;35.5036;252.5294;35.5036;228.9522;19.5358
60340;57047.000000;252.6869;35.6037;252.6869;35.6037;228.9555;19.5332
60340;57048.000000;252.8452;35.7037;252.8452;35.7037;228.9587;19.5307
60340;57049.000000;253.0045;35.8038;253.0045;35.8038;228.9620;19.5282
60340;57050.000000;253.1646;35.9038;253.1646;35.9038;228.9653;19.5257
60340;57051.000000;253.3256;36.0038;253.3256;36.0038;228.9685;19.5231
60340;57052.000000;253.4875;36.1039;253.4875;36.1039;228.9718;19.5206
60340;57053.000000;253.6502;36.2039;253.6502;36.2039;228.9750;19.5181
60340;57054.000000;253.8139;36.3038;253.8139;36.3038;228.9783;19.5156
60340;57055.000000;253.9785;36.4038;253.9785;36.4038;228.9816;19.5130
60340;57056.000000;254.1440;36.5037;254.1440;36.5037;228.9848;19.5105
60340;57057.000000;254.3104;36.6036;254.3104;36.6036;228.9881;19.5080
60340;57058.000000;254.4778;36.7035;254.4778;36.7035;228.9913;19.5055
60340;57059.000000;254.6460;36.8033;254.6460;36.8033;228.9946;19.5029
60340;57060.000000;254.8152;36.9031;254.8152;36.9031;228.9978;19.5004
60340;57061.000000;254.9854;37.0029;254.9854;37.0029;229.0011;19.4979
60340;57062.000000;255.1564;37.1026;255.1564;37.1026;229.0044;19.4954
60340;57063.000000;255.3285;37.2022;255.3285;37.2022;229.0076;19.4928
60340;57064.000000;255.5014;37.3018;255.5014;37.3018;229.0109;19.4903
60340;57065.000000;255.6754;37.4013;255.6754;37.4013;229.0141;19.4878
60340;57066.000000;255.8503;37.5008;255.8503;37.5008;229.0174;19.4852
60340;57067.000000;256.0261;37.6002;256.0261;37.6002;229.0206;19.4827
60340;57068.000000;256.2030;37.6995;256.2030;37.6995;229.0239;19.4802
60340;57069.000000;256.3808;37.7988;256.3808;37.7988;229.0271;19.4777
60340;57070.000000;256.5596;37.8979;256.5596;37.8979;229.0304;19.4751
60340;57071.000000;256.7394;37.9970;256.7394;37.9970;229.0337;19.4726
60340;57072.000000;256.9202;38.0960;256.9202;38.0960;229.0369;19.4701
60340;57073.000000;257.1019;38.1949;257.1019;38.1949;229.0402;19.4676
60340;57074.000000;257.2847;38.2937;257.2847;38.2937;229.0434;19.4650
60340;57075.000000;257.4685;38.3924;257.4685;38.3924;229.0467;19.4625
60340;57076.000000;257.6533;38.4910;257.6533;38.4910;229.0499;19.4600
60340;57077.000000;257.8392;38.5894;257.8392;38.5894;229.0532;19.4574
60340;57078.000000;258.0260;38.6878;258.0260;38.6878;229.0564;19.4549
60340;57079.000000;258.2139;38.7860;258.2139;38.7860;229.0597;19.4524
60340;57080.000000;258.4029;38.8841;258.4029;38.8841;229.0629;19.4499
60340;57081.000000;258.5928;38.9821;258.5928;38.9821;229.0662;19.4473
60340;57082.000000;258.7838;39.0799;258.7838;39.0799;229.0694;19.4448
60340;57083.000000;258.9759;39.1776;258.9759;39.1776;229.0727;19.4423
60340;57084.000000;259.1690;39.2752;259.1690;39.2752;229.0760;19.4397
60340;57085.000000;259.3632;39.3725;259.3632;39.3725;229.0792;19.4372
60340;57086.000000;259.5584;39.4698;259.5584;39.4698;229.0825;19.4347
60340;57087.000000;259.7547;39.5668;259.7547;39.5668;229.0857;19.4322
60340;57088.000000;259.9521;39.6638;259.9521;39.6638;229.0890;19.4296
60340;57089.000000;260.1506;39.7605;260.1506;39.7605;229.0922;19.4271
60340;57090.000000;260.3501;39.8570;260.3501;39.8570;229.0955;19.4246
60340;57091.000000;260.5508;39.9534;260.5508;39.9534;229.0987;19.4220
60340;57092.000000;260.7525;40.0496;260.7525;40.0496;229.1020;19.4195
60340;57093.000000;260.9553;40.1456;260.9553;40.1456;229.1052;19.4170
